goal,pledged,backers_count,campaign_length,decision_timing,spotlight,staff_pick,usd_pledged,Blurb length,Blurb caps,Name Length,Name Caps,created_at,deadline,launched_at,fx_rate,static_usd_rate,state_changed_at,name,country,blurb,category,Category,Category (parent only)
6000,54522.330000000000,903,2591874,2591874,TRUE,FALSE,54522.330000000000,133,9,36,5,1587076029,1590174000,1587582126,1,1,1590174000,Harp Reflections – Harp Twins Album!,US,"Harp Reflections is a duet harp and vocal album of ethereal Celtic, Classical, and Sacred music by Camille and Kennerly (Harp Twins)!","{""id"":44,""name"":""World Music"",""slug"":""music/world music"",""position"":18,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/world%20music""}}}","music/world music""",music
10000,10908,154,2592000,2592000,TRUE,TRUE,10908.0,98,16,59,8,1455054104,1469317106,1466725106,1,1,1469317106,Become Part of Something Revolutionary: The Virginia Tea Co,US,"Local | Organic | Fair Trade | Handcrafted

Tea Blends That Are Amazing For The Body And The Soul.","{""id"":307,""name"":""Drinks"",""slug"":""food/drinks"",""position"":4,""parent_id"":10,""parent_name"":""Food"",""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food/drinks""}}}","food/drinks""",food
7100,12559,43,5184000,5184002,TRUE,FALSE,1250.67005563,126,10,54,5,1589877708,1595427880,1590243880,0.10984025,0.09958357,1595427882,Hanami Festival (Notifications) - Deluxe Edition *:･ﾟ✧,NO,"We got the Hanami Notifications into Enamel Pins! Now extending onto Washi Tapes and Acrylic Charms, to complete the festival!","{""id"":20,""name"":""Conceptual Art"",""slug"":""art/conceptual art"",""position"":2,""parent_id"":1,""parent_name"":""Art"",""color"":16760235,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/art/conceptual%20art""}}}","art/conceptual art""",art
3369,3656,38,2592000,2592000,TRUE,TRUE,4550.65968688,101,21,51,11,1564241871,1566835477,1564243477,1.29135567,1.24470998,1566835477,The Blind Ivy Tour [Official Film/Documentary 2018],GB,"The full length feature documentary film capturing Blind Ivy's Tour of 10 cities & NEW MERCH
#GODLESS","{""id"":241,""name"":""Metal"",""slug"":""music/metal"",""position"":13,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/metal""}}}","music/metal""",music
15000,15280,88,2741658,2741658,TRUE,FALSE,15280.0,118,9,35,9,1390409839,1395723540,1392981882,1,1,1395723540,"Travel With MADCO on ""Liquid Roads""",US,"MADCO's Liquid Roads, inspired by the music that has traveled the length of the Mississippi River and into our hearts.","{""id"":6,""name"":""Dance"",""slug"":""dance"",""position"":4,""color"":10917369,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/dance""}}}","dance""",dance
4000,4375,45,2592000,2592001,TRUE,FALSE,4375.0,121,5,15,2,1391106879,1399720692,1397128692,1,1,1399720693,Plain of Ghosts,US,"Plain of Ghosts is the launch project of Moon at Zenith Books, a company aimed at limited releases of experimental works.","{""id"":50,""name"":""Poetry"",""slug"":""publishing/poetry"",""position"":12,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/poetry""}}}","publishing/poetry""",publishing
1000,13007,209,2592000,2592000,TRUE,FALSE,13007.0,77,11,58,6,1573537635,1576760400,1574168400,1,1,1576760400,"Ganvas, the Modular Organizer Puts Everything within Reach",US,A Customizable Desktop Pegboard Keeps Your Space Neat and Organized Every Day,"{""id"":28,""name"":""Product Design"",""slug"":""design/product design"",""position"":5,""parent_id"":7,""parent_name"":""Design"",""color"":2577151,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/design/product%20design""}}}","design/product design""",design
345,947,68,2592000,2592000,TRUE,TRUE,1235.25713113,50,8,12,1,1577907128,1582417125,1579825125,1.29135567,1.30438979,1582417125,Neuhaus font,GB,100 Neuhaus font licence's (typography). Make 100.,"{""id"":261,""name"":""Typography"",""slug"":""design/typography"",""position"":7,""parent_id"":7,""parent_name"":""Design"",""color"":2577151,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/design/typography""}}}","design/typography""",design
4000,4170,36,1814886,1814886,TRUE,FALSE,4170.0,134,24,21,3,1437076408,1439312520,1437497634,1,1,1439312520,Bring it on New York!,US,"Mind the gap! ""Bring It On New York"" launched in February, and has raised $26,000 of the $30,000 needed to get us to NYC. $4000 to go.","{""id"":6,""name"":""Dance"",""slug"":""dance"",""position"":4,""color"":10917369,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/dance""}}}","dance""",dance
10000,11490.32,61,2592000,2592000,TRUE,FALSE,8653.6331169064,122,3,16,3,1525145821,1528365597,1525773597,0.72636675,0.75312377,1528365597,The Faceless Man,AU,A horror film that follows a group of friends terrorized by rural locals and fear incarnate in the form of a Faceless Man.,"{""id"":297,""name"":""Horror"",""slug"":""film & video/horror"",""position"":10,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/horror""}}}","film & video/horror""",film & video
6000,6710,116,2592806,2592806,TRUE,FALSE,6710.0,130,3,30,6,1511704753,1514790660,1512197854,1,1,1514790660,Sex We Can! An Erotic Uprising,US,Calling all freedom fighters for the sexual revolution! We use theater and sexual expression as a tool of the resistance. Join us!,"{""id"":283,""name"":""Immersive"",""slug"":""theater/immersive"",""position"":4,""parent_id"":17,""parent_name"":""Theater"",""color"":16743775,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/theater/immersive""}}}","theater/immersive""",theater
400,475,24,604800,604800,TRUE,FALSE,475.0,49,0,29,0,1487354248,1507146994,1506542194,1,1,1507146994,xo trav presents: oktoberfest,US,an autumnal festival / fall into fun with xo trav,"{""id"":256,""name"":""Spaces"",""slug"":""dance/spaces"",""position"":3,""parent_id"":6,""parent_name"":""Dance"",""color"":10917369,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/dance/spaces""}}}","dance/spaces""",dance
25,150,4,2592000,2592000,TRUE,FALSE,140.714661,55,1,16,3,1404825699,1407442581,1404850581,0.75574365,0.93809774,1407442581,A Painting a Day,CA,I want to create one painting a day for the next month.,"{""id"":23,""name"":""Painting"",""slug"":""art/painting"",""position"":7,""parent_id"":1,""parent_name"":""Art"",""color"":16760235,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/art/painting""}}}","art/painting""",art
500,4852,32,777600,777600,TRUE,FALSE,4852.0,25,3,29,5,1596939834,1598539741,1597762141,1.376715,1,1598539741,Apollo 15 Decontamination Bag,US,Apollo Bag made for Earth,"{""id"":7,""name"":""Design"",""slug"":""design"",""position"":5,""color"":2577151,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/design""}}}","design""",design
18000,18726,125,2609420,2609420,TRUE,TRUE,18726.0,76,3,7,1,1401157228,1404354180,1401744760,1,1,1404354180,Kadence,US,Kadence is a character drama/horror short film from director Jacob Johnston.,"{""id"":297,""name"":""Horror"",""slug"":""film & video/horror"",""position"":10,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/horror""}}}","film & video/horror""",film & video
2000,2486,51,1814400,1814414,TRUE,FALSE,2486.0,99,7,18,4,1360016155,1362355221,1360540821,1,1,1362355235,The Eight Six Five,US,"The Eight Six Five will be a website dedicated to showcasing the positive pockets of Knoxville, TN.","{""id"":13,""name"":""Journalism"",""slug"":""journalism"",""position"":10,""color"":1228010,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/journalism""}}}","journalism""",journalism
1500,2857,29,3477879,3477879,TRUE,FALSE,2857.0,123,1,19,3,1534255808,1539021600,1535543721,1,1,1539021600,The Eidolon Inquest,US,"A creepy, twisted, corporate ghost story that will attack your senses and hopefully serve as a prelude to the feature film.","{""id"":297,""name"":""Horror"",""slug"":""film & video/horror"",""position"":10,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/horror""}}}","film & video/horror""",film & video
750,1650,28,2595600,2595601,TRUE,FALSE,1650.0,115,10,29,5,1475696988,1479411770,1476816170,1,1,1479411771,St. Josephs Road To Nationals,US,We are the St. Joseph's Dance Team and we need your help getting us to UDA Nationals! Please help support the team.,"{""id"":6,""name"":""Dance"",""slug"":""dance"",""position"":4,""color"":10917369,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/dance""}}}","dance""",dance
10000,13553,125,4777956,4777956,TRUE,FALSE,13553.0,126,4,24,4,1403977823,1466999940,1462221984,1,1,1466999940,Bowling Green Beer Works,US,"Bowling Green Ohio's first nano brewery. Brewing up the finest of beers, ciders, gruets and soda from all natural ingredients.","{""id"":307,""name"":""Drinks"",""slug"":""food/drinks"",""position"":4,""parent_id"":10,""parent_name"":""Food"",""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food/drinks""}}}","food/drinks""",food
3000,5625.66,89,5184000,5184004,TRUE,FALSE,5625.66,131,1,44,11,1544393483,1550509491,1545325491,1,1,1550509495,The Slaughterhouse Society Presents: DRACULA,US,"A silent film inspired, live and interactive adaptation of this occult classic with queer focused casting and multimedia spectacle!","{""id"":283,""name"":""Immersive"",""slug"":""theater/immersive"",""position"":4,""parent_id"":17,""parent_name"":""Theater"",""color"":16743775,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/theater/immersive""}}}","theater/immersive""",theater
1500,3553,106,2592000,2592001,TRUE,FALSE,3553.0,93,1,49,7,1594516686,1599483783,1596891783,1.376715,1,1599483784,The Shiny Excalibur. Unique Stainless Steel Comb.,US,"American made product, produced with the quality and durability as it used to be in the past.","{""id"":28,""name"":""Product Design"",""slug"":""design/product design"",""position"":5,""parent_id"":7,""parent_name"":""Design"",""color"":2577151,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/design/product%20design""}}}","design/product design""",design
5000,5665,19,3456000,3456004,TRUE,FALSE,5665.0,133,1,42,4,1291939835,1295449584,1291993584,1,1,1295449588,Bilibot :  an Affordable Robotics Platform,US,"Bilibot is an open source, affordable robotics platform with all the hardware and software included to run real tasks out of the box.","{""id"":338,""name"":""Robots"",""slug"":""technology/robots"",""position"":10,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/robots""}}}","technology/robots""",technology
35000,40245,343,3981209,3981221,TRUE,TRUE,40245.0,132,2,55,8,1381330025,1407711600,1403730391,1,1,1407711612,Yonkers Brewing Co.: Join the Family & Unite With Beer!,US,"Help us build out our tasting room so we can bring the community together with local, hand crafted brews. It is beer that unites us!","{""id"":307,""name"":""Drinks"",""slug"":""food/drinks"",""position"":4,""parent_id"":10,""parent_name"":""Food"",""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food/drinks""}}}","food/drinks""",food
6000,6015,16,3061446,3061448,TRUE,FALSE,6015.0,34,3,21,3,1343933112,1348124340,1345062894,1,1,1348124342,Adam and Eve Inverted,US,A new perspective on Adam and Eve.,"{""id"":23,""name"":""Painting"",""slug"":""art/painting"",""position"":7,""parent_id"":1,""parent_name"":""Art"",""color"":16760235,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/art/painting""}}}","art/painting""",art
5000,5100,31,2595600,2595601,TRUE,FALSE,5100.0,134,13,18,3,1373571117,1385049840,1382454240,1,1,1385049841,A Jazzy Nutcracker,US,"The world premiere of Graham Lustig's ""A Jazzy Nutcracker"" arrives December 14, 2013; don't let the dancers pirouette in their undies!","{""id"":6,""name"":""Dance"",""slug"":""dance"",""position"":4,""color"":10917369,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/dance""}}}","dance""",dance
20000,27411,22,3456000,3456002,TRUE,FALSE,3403.35387165,127,1,55,3,1461516550,1465899594,1462443594,0.1129236,0.12416015,1465899596,En dansstudio för alla kroppar med Danskompaniet Spinn!,SE,För att tillgängliggöra dansen för fler skapar vi nu en studio för alla kroppar och behöver ditt stöd för att göra det möjligt!,"{""id"":256,""name"":""Spaces"",""slug"":""dance/spaces"",""position"":3,""parent_id"":6,""parent_name"":""Dance"",""color"":10917369,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/dance/spaces""}}}","dance/spaces""",dance
8000,10221,213,2592000,2592000,TRUE,FALSE,10221.0,56,5,40,5,1377913977,1381279324,1378687324,1,1,1381279324,Michael J. Totten's Dispatches from Cuba,US,Award-winning journalist Michael J. Totten goes to Cuba.,"{""id"":13,""name"":""Journalism"",""slug"":""journalism"",""position"":10,""color"":1228010,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/journalism""}}}","journalism""",journalism
12500,13072,78,3059348,3059348,TRUE,FALSE,11918.10135712,135,3,32,5,1389919742,1395817140,1392757792,0.75905419,0.91172746,1395817140,Buggsly™ Black Label Dog Jackets,CA,"Buggsly™ Black Label is a line of engineered dog jackets with an emphasis on safety, functionality, comfort & care for the environment.","{""id"":268,""name"":""Pet Fashion"",""slug"":""fashion/pet fashion"",""position"":7,""parent_id"":9,""parent_name"":""Fashion"",""color"":16752598,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/fashion/pet%20fashion""}}}","fashion/pet fashion""",fashion
32000,34505,469,3110400,3110400,TRUE,FALSE,34505.0,134,3,11,2,1571206362,1583249638,1580139238,1,1,1583249638,Magic Plate,US,"A magical camera quick release plate No need to remove it from the ballhead
You can quickly switch between portrait and landscape mode","{""id"":28,""name"":""Product Design"",""slug"":""design/product design"",""position"":5,""parent_id"":7,""parent_name"":""Design"",""color"":2577151,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/design/product%20design""}}}","design/product design""",design
4000,4635.48,105,3976039,3976039,TRUE,FALSE,4635.48,117,7,41,5,1335937079,1340596740,1336620701,1,1,1340596740,Texture Contemporary Ballet Presents Blur,US,"A high energy dance performance of 4 world premiere works, 4 choreographers, 25 dancers and live music by Cello Fury!","{""id"":6,""name"":""Dance"",""slug"":""dance"",""position"":4,""color"":10917369,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/dance""}}}","dance""",dance
